tool	rank	metric	sample	value
motus1.1	species	False positives	28	60.0
motus1.1	species	Purity (precision)	28	0.52
motus1.1	species	Completeness (recall)	28	0.33163265306122447
motus1.1	species	F1 score	28	0.40498442367601245
motus1.1	species	Jaccard index	28	0.25390625
motus1.1	species	Taxon counts	28	125.0
motus1.1	strain	True positives	28	0.0
motus1.1	strain	False negatives	28	240.0
motus1.1	strain	False positives	28	0.0
motus1.1	strain	Purity (precision)	28	0.0
motus1.1	strain	Completeness (recall)	28	0.0
motus1.1	strain	Jaccard index	28	0.0
motus1.1	strain	Taxon counts	28	0.0
motus1.1	superkingdom	L1 norm error	28	0.0
motus1.1	phylum	L1 norm error	28	0.10600063511001437
motus1.1	class	L1 norm error	28	0.19716145292574314
motus1.1	order	L1 norm error	28	0.19723616401747646
motus1.1	family	L1 norm error	28	0.5561724460192946
motus1.1	genus	L1 norm error	28	0.6221219843968853
motus1.1	species	L1 norm error	28	0.9373907747217206
motus1.1	na	Weighted UniFrac error	28	3.909352720885833
motus1.1	na	Unweighted UniFrac error	28	2271.7210253534167
motus1.1	superkingdom	Bray-Curtis distance	29	0.0
motus1.1	phylum	Bray-Curtis distance	29	0.07594784907572312
motus1.1	class	Bray-Curtis distance	29	0.14897174265818802
motus1.1	order	Bray-Curtis distance	29	0.1490852221312874
motus1.1	family	Bray-Curtis distance	29	0.16000721968907083
motus1.1	genus	Bray-Curtis distance	29	0.17815210176579946
motus1.1	species	Bray-Curtis distance	29	0.731933217355284
motus1.1	superkingdom	Shannon diversity	29	0.0
motus1.1	superkingdom	Shannon equitability	29	0.0
motus1.1	phylum	Shannon diversity	29	0.6115864276533824
motus1.1	phylum	Shannon equitability	29	0.3800000130035612
motus1.1	class	Shannon diversity	29	1.1318011306521771
motus1.1	class	Shannon equitability	29	0.4554702812472801
motus1.1	order	Shannon diversity	29	1.1352596429582922
motus1.1	order	Shannon equitability	29	0.4192166166255808
motus1.1	family	Shannon diversity	29	1.3385507728852972
motus1.1	family	Shannon equitability	29	0.4269026445927092
motus1.1	genus	Shannon diversity	29	1.4088332405137092
motus1.1	genus	Shannon equitability	29	0.379374148450015
motus1.1	species	Shannon diversity	29	2.7017652577374487
motus1.1	species	Shannon equitability	29	0.5919279477380527
motus1.1	superkingdom	True positives	29	1.0
motus1.1	superkingdom	False negatives	29	0.0
motus1.1	superkingdom	False positives	29	0.0
motus1.1	superkingdom	Purity (precision)	29	1.0
motus1.1	superkingdom	Completeness (recall)	29	1.0
motus1.1	superkingdom	F1 score	29	1.0
motus1.1	superkingdom	Jaccard index	29	1.0
motus1.1	superkingdom	Taxon counts	29	1.0
motus1.1	phylum	True positives	29	5.0
motus1.1	phylum	False negatives	29	0.0
motus1.1	phylum	False positives	29	0.0
motus1.1	phylum	Purity (precision)	29	1.0
motus1.1	phylum	Completeness (recall)	29	1.0
motus1.1	phylum	F1 score	29	1.0
motus1.1	phylum	Jaccard index	29	1.0
motus1.1	phylum	Taxon counts	29	5.0
motus1.1	class	True positives	29	9.0
motus1.1	class	False negatives	29	0.0
motus1.1	class	False positives	29	3.0
motus1.1	class	Purity (precision)	29	0.75
motus1.1	class	Completeness (recall)	29	1.0
motus1.1	class	F1 score	29	0.8571428571428571
motus1.1	class	Jaccard index	29	0.75
motus1.1	class	Taxon counts	29	12.0
motus1.1	order	True positives	29	9.0
motus1.1	order	False negatives	29	1.0
motus1.1	order	False positives	29	6.0
motus1.1	order	Purity (precision)	29	0.6
motus1.1	order	Completeness (recall)	29	0.9
motus1.1	order	F1 score	29	0.7200000000000001
motus1.1	order	Jaccard index	29	0.5625
motus1.1	order	Taxon counts	29	15.0
motus1.1	family	True positives	29	14.0
motus1.1	family	False negatives	29	4.0
motus1.1	family	False positives	29	9.0
motus1.1	family	Purity (precision)	29	0.6086956521739131
motus1.1	family	Completeness (recall)	29	0.7777777777777778
motus1.1	family	F1 score	29	0.6829268292682927
motus1.1	family	Jaccard index	29	0.5185185185185185
motus1.1	family	Taxon counts	29	23.0
motus1.1	genus	True positives	29	28.0
motus1.1	genus	False negatives	29	15.0
motus1.1	genus	False positives	29	13.0
motus1.1	genus	Purity (precision)	29	0.6829268292682927
motus1.1	genus	Completeness (recall)	29	0.6511627906976745
motus1.1	genus	F1 score	29	0.6666666666666667
motus1.1	genus	Jaccard index	29	0.5
motus1.1	genus	Taxon counts	29	41.0
motus1.1	species	True positives	29	41.0
motus1.1	species	False negatives	29	67.0
motus1.1	species	False positives	29	54.0
motus1.1	species	Purity (precision)	29	0.43157894736842106
motus1.1	species	Completeness (recall)	29	0.37962962962962965
motus1.1	species	F1 score	29	0.4039408866995074
motus1.1	species	Jaccard index	29	0.25308641975308643
motus1.1	species	Taxon counts	29	95.0
motus1.1	strain	True positives	29	0.0
motus1.1	strain	False negatives	29	129.0
motus1.1	strain	False positives	29	0.0
motus1.1	strain	Purity (precision)	29	0.0
motus1.1	strain	Completeness (recall)	29	0.0
motus1.1	strain	Jaccard index	29	0.0
motus1.1	strain	Taxon counts	29	0.0
motus1.1	superkingdom	L1 norm error	29	0.0
motus1.1	phylum	L1 norm error	29	0.15189569815144624
motus1.1	class	L1 norm error	29	0.2979434853163761
motus1.1	order	L1 norm error	29	0.2981704442625748
motus1.1	family	L1 norm error	29	0.3200144393781417
motus1.1	genus	L1 norm error	29	0.3563042035315991
motus1.1	species	L1 norm error	29	1.4638664347105694
motus1.1	na	Weighted UniFrac error	29	4.1050507596423715
motus1.1	na	Unweighted UniFrac error	29	1231.886403477578
motus1.1	superkingdom	Bray-Curtis distance	30	0.0
motus1.1	phylum	Bray-Curtis distance	30	0.029206562898619576
motus1.1	class	Bray-Curtis distance	30	0.039768856537170556
motus1.1	order	Bray-Curtis distance	30	0.03976885653717057
motus1.1	family	Bray-Curtis distance	30	0.13608281828444657
motus1.1	genus	Bray-Curtis distance	30	0.33646942391220624
motus1.1	species	Bray-Curtis distance	30	0.6441465037251903
motus1.1	superkingdom	Shannon diversity	30	0.0
motus1.1	superkingdom	Shannon equitability	30	0.0
motus1.1	phylum	Shannon diversity	30	0.7446751987661308
motus1.1	phylum	Shannon equitability	30	0.4626927158935198
motus1.1	class	Shannon diversity	30	1.1443237885990267
motus1.1	class	Shannon equitability	30	0.4969735068991805
motus1.1	order	Shannon diversity	30	1.1443237885990267
motus1.1	order	Shannon equitability	30	0.4969735068991805
motus1.1	family	Shannon diversity	30	1.765413748677817
motus1.1	family	Shannon equitability	30	0.6231135937508799
motus1.1	genus	Shannon diversity	30	2.2794847945371757
motus1.1	genus	Shannon equitability	30	0.6312757170566475
motus1.1	species	Shannon diversity	30	3.1587469858421504
motus1.1	species	Shannon equitability	30	0.6632993731625005
motus1.1	superkingdom	True positives	30	1.0
motus1.1	superkingdom	False negatives	30	0.0
motus1.1	superkingdom	False positives	30	0.0
motus1.1	superkingdom	Purity (precision)	30	1.0
motus1.1	superkingdom	Completeness (recall)	30	1.0
motus1.1	superkingdom	F1 score	30	1.0
motus1.1	superkingdom	Jaccard index	30	1.0
motus1.1	superkingdom	Taxon counts	30	1.0
motus1.1	phylum	True positives	30	5.0
motus1.1	phylum	False negatives	30	0.0
motus1.1	phylum	False positives	30	0.0
motus1.1	phylum	Purity (precision)	30	1.0
motus1.1	phylum	Completeness (recall)	30	1.0
motus1.1	phylum	F1 score	30	1.0
motus1.1	phylum	Jaccard index	30	1.0
motus1.1	phylum	Taxon counts	30	5.0
motus1.1	class	True positives	30	8.0
motus1.1	class	False negatives	30	2.0
motus1.1	class	False positives	30	2.0
motus1.1	class	Purity (precision)	30	0.8
motus1.1	class	Completeness (recall)	30	0.8
motus1.1	class	F1 score	30	0.8000000000000002
motus1.1	class	Jaccard index	30	0.6666666666666666
motus1.1	class	Taxon counts	30	10.0
motus1.1	order	True positives	30	8.0
motus1.1	order	False negatives	30	4.0
motus1.1	order	False positives	30	2.0
motus1.1	order	Purity (precision)	30	0.8
motus1.1	order	Completeness (recall)	30	0.6666666666666666
motus1.1	order	F1 score	30	0.7272727272727272
motus1.1	order	Jaccard index	30	0.5714285714285714
motus1.1	order	Taxon counts	30	10.0
motus1.1	family	True positives	30	15.0
motus1.1	family	False negatives	30	10.0
motus1.1	family	False positives	30	2.0
motus1.1	family	Purity (precision)	30	0.8823529411764706
motus1.1	family	Completeness (recall)	30	0.6
motus1.1	family	F1 score	30	0.7142857142857143
motus1.1	family	Jaccard index	30	0.5555555555555556
motus1.1	family	Taxon counts	30	17.0
motus1.1	genus	True positives	30	31.0
motus1.1	genus	False negatives	30	32.0
motus1.1	genus	False positives	30	6.0
motus1.1	genus	Purity (precision)	30	0.8378378378378378
motus1.1	genus	Completeness (recall)	30	0.49206349206349204
motus1.1	genus	F1 score	30	0.62
motus1.1	genus	Jaccard index	30	0.4492753623188406
motus1.1	genus	Taxon counts	30	37.0
motus1.1	species	True positives	30	66.0
motus1.1	species	False negatives	30	141.0
motus1.1	species	False positives	30	51.0
motus1.1	species	Purity (precision)	30	0.5641025641025641
motus1.1	species	Completeness (recall)	30	0.3188405797101449
motus1.1	species	F1 score	30	0.4074074074074074
motus1.1	species	Jaccard index	30	0.2558139534883721
motus1.1	species	Taxon counts	30	117.0
motus1.1	strain	True positives	30	0.0
motus1.1	strain	False negatives	30	247.0
motus1.1	strain	False positives	30	0.0
motus1.1	strain	Purity (precision)	30	0.0
motus1.1	strain	Completeness (recall)	30	0.0
motus1.1	strain	Jaccard index	30	0.0
motus1.1	strain	Taxon counts	30	0.0
motus1.1	superkingdom	L1 norm error	30	0.0
motus1.1	phylum	L1 norm error	30	0.058413125797239146
motus1.1	class	L1 norm error	30	0.07953771307434111
motus1.1	order	L1 norm error	30	0.07953771307434111
motus1.1	family	L1 norm error	30	0.27216563656889314
motus1.1	genus	L1 norm error	30	0.6729388478244122
motus1.1	species	L1 norm error	30	1.2882930074503804
motus1.1	na	Weighted UniFrac error	30	3.6021919037303447
motus1.1	na	Unweighted UniFrac error	30	2155.1480832761604
motus1.1	superkingdom	Bray-Curtis distance	31	0.0
motus1.1	phylum	Bray-Curtis distance	31	0.12840872291947458
motus1.1	class	Bray-Curtis distance	31	0.13135542209661685
motus1.1	order	Bray-Curtis distance	31	0.13135542209661685
motus1.1	family	Bray-Curtis distance	31	0.18946042013249775
motus1.1	genus	Bray-Curtis distance	31	0.23247786434475326
motus1.1	species	Bray-Curtis distance	31	0.5423558249776115
motus1.1	superkingdom	Shannon diversity	31	0.0
motus1.1	superkingdom	Shannon equitability	31	0.0
motus1.1	phylum	Shannon diversity	31	0.7619795612230684
motus1.1	phylum	Shannon equitability	31	0.47344452080829696
motus1.1	class	Shannon diversity	31	1.194300869212103
motus1.1	class	Shannon equitability	31	0.5186782772310736
motus1.1	order	Shannon diversity	31	1.1943942564998786
motus1.1	order	Shannon equitability	31	0.49810109309152906
motus1.1	family	Shannon diversity	31	1.672558590389946
motus1.1	family	Shannon equitability	31	0.5583137736155922
motus1.1	genus	Shannon diversity	31	1.8134691128219624
motus1.1	genus	Shannon equitability	31	0.5186515632934511
motus1.1	species	Shannon diversity	31	2.9202887294539477
motus1.1	species	Shannon equitability	31	0.6224839433707359
motus1.1	superkingdom	True positives	31	1.0
motus1.1	superkingdom	False negatives	31	0.0
motus1.1	superkingdom	False positives	31	0.0
motus1.1	superkingdom	Purity (precision)	31	1.0
motus1.1	superkingdom	Completeness (recall)	31	1.0
motus1.1	superkingdom	F1 score	31	1.0
motus1.1	superkingdom	Jaccard index	31	1.0
motus1.1	superkingdom	Taxon counts	31	1.0
motus1.1	phylum	True positives	31	5.0
motus1.1	phylum	False negatives	31	0.0
motus1.1	phylum	False positives	31	0.0
motus1.1	phylum	Purity (precision)	31	1.0
motus1.1	phylum	Completeness (recall)	31	1.0
motus1.1	phylum	F1 score	31	1.0
motus1.1	phylum	Jaccard index	31	1.0
motus1.1	phylum	Taxon counts	31	5.0
motus1.1	class	True positives	31	10.0
motus1.1	class	False negatives	31	2.0
motus1.1	class	False positives	31	0.0
motus1.1	class	Purity (precision)	31	1.0
motus1.1	class	Completeness (recall)	31	0.8333333333333334
motus1.1	class	F1 score	31	0.9090909090909091
motus1.1	class	Jaccard index	31	0.8333333333333334
motus1.1	class	Taxon counts	31	10.0
motus1.1	order	True positives	31	11.0
motus1.1	order	False negatives	31	2.0
motus1.1	order	False positives	31	0.0
motus1.1	order	Purity (precision)	31	1.0
motus1.1	order	Completeness (recall)	31	0.8461538461538461
motus1.1	order	F1 score	31	0.9166666666666666
motus1.1	order	Jaccard index	31	0.8461538461538461
motus1.1	order	Taxon counts	31	11.0
motus1.1	family	True positives	31	19.0
motus1.1	family	False negatives	31	6.0
motus1.1	family	False positives	31	1.0
motus1.1	family	Purity (precision)	31	0.95
motus1.1	family	Completeness (recall)	31	0.76
motus1.1	family	F1 score	31	0.8444444444444444
motus1.1	family	Jaccard index	31	0.7307692307692307
motus1.1	family	Taxon counts	31	20.0
motus1.1	genus	True positives	31	27.0
motus1.1	genus	False negatives	31	24.0
motus1.1	genus	False positives	31	6.0
motus1.1	genus	Purity (precision)	31	0.8181818181818182
motus1.1	genus	Completeness (recall)	31	0.5294117647058824
motus1.1	genus	F1 score	31	0.6428571428571428
motus1.1	genus	Jaccard index	31	0.47368421052631576
motus1.1	genus	Taxon counts	31	33.0
motus1.1	species	True positives	31	59.0
motus1.1	species	False negatives	31	95.0
motus1.1	species	False positives	31	50.0
motus1.1	species	Purity (precision)	31	0.5412844036697247
motus1.1	species	Completeness (recall)	31	0.38311688311688313
motus1.1	species	F1 score	31	0.44866920152091255
motus1.1	species	Jaccard index	31	0.28921568627450983
motus1.1	species	Taxon counts	31	109.0
motus1.1	strain	True positives	31	0.0
motus1.1	strain	False negatives	31	185.0
motus1.1	strain	False positives	31	0.0
motus1.1	strain	Purity (precision)	31	0.0
motus1.1	strain	Completeness (recall)	31	0.0
motus1.1	strain	Jaccard index	31	0.0
motus1.1	strain	Taxon counts	31	0.0
motus1.1	superkingdom	L1 norm error	31	0.0
motus1.1	phylum	L1 norm error	31	0.25681744583894917
motus1.1	class	L1 norm error	31	0.2627108441932337
motus1.1	order	L1 norm error	31	0.2627108441932337
motus1.1	family	L1 norm error	31	0.37892084026499545
motus1.1	genus	L1 norm error	31	0.4649557286895065
motus1.1	species	L1 norm error	31	1.084711649955225
motus1.1	na	Weighted UniFrac error	31	4.075606273662337
motus1.1	na	Unweighted UniFrac error	31	1454.3093558357732
motus1.1	superkingdom	Bray-Curtis distance	32	0.0
motus1.1	phylum	Bray-Curtis distance	32	0.024884654307412286
motus1.1	class	Bray-Curtis distance	32	0.026349078589903284
motus1.1	order	Bray-Curtis distance	32	0.026495507284219122
motus1.1	family	Bray-Curtis distance	32	0.04281896355563565
motus1.1	genus	Bray-Curtis distance	32	0.052826870880946605
motus1.1	species	Bray-Curtis distance	32	0.5986024221308457
motus1.1	superkingdom	Shannon diversity	32	0.0
motus1.1	superkingdom	Shannon equitability	32	0.0
motus1.1	phylum	Shannon diversity	32	0.22478212551963148
motus1.1	phylum	Shannon equitability	32	0.13966498724991067
motus1.1	class	Shannon diversity	32	0.3671112683552898
motus1.1	class	Shannon equitability	32	0.17654320210354468
motus1.1	order	Shannon diversity	32	0.36726439721531934
motus1.1	order	Shannon equitability	32	0.15950090111013718
motus1.1	family	Shannon diversity	32	0.4347653058489625
motus1.1	family	Shannon equitability	32	0.14765641567890225
motus1.1	genus	Shannon diversity	32	0.4115713551884794
motus1.1	genus	Shannon equitability	32	0.11671278427587273
motus1.1	species	Shannon diversity	32	1.7413774416439154
motus1.1	species	Shannon equitability	32	0.4085170577839846
motus1.1	superkingdom	True positives	32	1.0
motus1.1	superkingdom	False negatives	32	0.0
motus1.1	superkingdom	False positives	32	0.0
motus1.1	superkingdom	Purity (precision)	32	1.0
motus1.1	superkingdom	Completeness (recall)	32	1.0
motus1.1	superkingdom	F1 score	32	1.0
motus1.1	superkingdom	Jaccard index	32	1.0
motus1.1	superkingdom	Taxon counts	32	1.0
motus1.1	phylum	True positives	32	5.0
motus1.1	phylum	False negatives	32	0.0
motus1.1	phylum	False positives	32	0.0
motus1.1	phylum	Purity (precision)	32	1.0
motus1.1	phylum	Completeness (recall)	32	1.0
motus1.1	phylum	F1 score	32	1.0
motus1.1	phylum	Jaccard index	32	1.0
motus1.1	phylum	Taxon counts	32	5.0
motus1.1	class	True positives	32	8.0
motus1.1	class	False negatives	32	1.0
motus1.1	class	False positives	32	0.0
motus1.1	class	Purity (precision)	32	1.0
motus1.1	class	Completeness (recall)	32	0.8888888888888888
motus1.1	class	F1 score	32	0.9411764705882353
motus1.1	class	Jaccard index	32	0.8888888888888888
motus1.1	class	Taxon counts	32	8.0
motus1.1	order	True positives	32	8.0
motus1.1	order	False negatives	32	2.0
motus1.1	order	False positives	32	2.0
motus1.1	order	Purity (precision)	32	0.8
motus1.1	order	Completeness (recall)	32	0.8
motus1.1	order	F1 score	32	0.8000000000000002
motus1.1	order	Jaccard index	32	0.6666666666666666
motus1.1	order	Taxon counts	32	10.0
motus1.1	family	True positives	32	12.0
motus1.1	family	False negatives	32	3.0
motus1.1	family	False positives	32	7.0
motus1.1	family	Purity (precision)	32	0.631578947368421
motus1.1	family	Completeness (recall)	32	0.8
motus1.1	family	F1 score	32	0.7058823529411765
motus1.1	family	Jaccard index	32	0.5454545454545454
motus1.1	family	Taxon counts	32	19.0
motus1.1	genus	True positives	32	15.0
motus1.1	genus	False negatives	32	8.0
motus1.1	genus	False positives	32	19.0
motus1.1	genus	Purity (precision)	32	0.4411764705882353
motus1.1	genus	Completeness (recall)	32	0.6521739130434783
motus1.1	genus	F1 score	32	0.5263157894736842
motus1.1	genus	Jaccard index	32	0.35714285714285715
motus1.1	genus	Taxon counts	32	34.0
motus1.1	species	True positives	32	24.0
motus1.1	species	False negatives	32	25.0
motus1.1	species	False positives	32	47.0
motus1.1	species	Purity (precision)	32	0.3380281690140845
motus1.1	species	Completeness (recall)	32	0.4897959183673469
motus1.1	species	F1 score	32	0.4
motus1.1	species	Jaccard index	32	0.25
motus1.1	species	Taxon counts	32	71.0
motus1.1	strain	True positives	32	0.0
motus1.1	strain	False negatives	32	54.0
motus1.1	strain	False positives	32	0.0
motus1.1	strain	Purity (precision)	32	0.0
motus1.1	strain	Completeness (recall)	32	0.0
motus1.1	strain	Jaccard index	32	0.0
motus1.1	strain	Taxon counts	32	0.0
motus1.1	superkingdom	L1 norm error	32	0.0
motus1.1	phylum	L1 norm error	32	0.04976930861482457
motus1.1	class	L1 norm error	32	0.05269815717980657
motus1.1	order	L1 norm error	32	0.052991014568438244
motus1.1	family	L1 norm error	32	0.08563792711127129
motus1.1	genus	L1 norm error	32	0.10565374176189316
motus1.1	species	L1 norm error	32	1.1972048442616916
motus1.1	na	Weighted UniFrac error	32	3.209235153652008
motus1.1	na	Unweighted UniFrac error	32	637.5668998509731
motus1.1	superkingdom	Bray-Curtis distance	33	0.0
motus1.1	phylum	Bray-Curtis distance	33	0.017754397488705293
motus1.1	class	Bray-Curtis distance	33	0.05493301972019449
motus1.1	order	Bray-Curtis distance	33	0.07182109449406462
motus1.1	family	Bray-Curtis distance	33	0.2047787177495491
motus1.1	genus	Bray-Curtis distance	33	0.38073298968609637
motus1.1	species	Bray-Curtis distance	33	0.6621930294950591
motus1.1	superkingdom	Shannon diversity	33	0.0
motus1.1	superkingdom	Shannon equitability	33	0.0
motus1.1	phylum	Shannon diversity	33	0.7972930128853567
motus1.1	phylum	Shannon equitability	33	0.4953860019859589
motus1.1	class	Shannon diversity	33	1.1994113418736825
motus1.1	class	Shannon equitability	33	0.4826786318013235
motus1.1	order	Shannon diversity	33	1.2002456781862392
motus1.1	order	Shannon equitability	33	0.40065185022769945
motus1.1	family	Shannon diversity	33	1.932706647694677
motus1.1	family	Shannon equitability	33	0.5170886795987945
motus1.1	genus	Shannon diversity	33	2.7414640230075684
motus1.1	genus	Shannon equitability	33	0.6431315749918316
motus1.1	species	Shannon diversity	33	3.408408175357586
motus1.1	species	Shannon equitability	33	0.6793338793558933
motus1.1	superkingdom	True positives	33	1.0
motus1.1	superkingdom	False negatives	33	0.0
motus1.1	superkingdom	False positives	33	0.0
motus1.1	superkingdom	Purity (precision)	33	1.0
motus1.1	superkingdom	Completeness (recall)	33	1.0
motus1.1	superkingdom	F1 score	33	1.0
motus1.1	superkingdom	Jaccard index	33	1.0
motus1.1	superkingdom	Taxon counts	33	1.0
motus1.1	phylum	True positives	33	5.0
motus1.1	phylum	False negatives	33	0.0
motus1.1	phylum	False positives	33	0.0
motus1.1	phylum	Purity (precision)	33	1.0
motus1.1	phylum	Completeness (recall)	33	1.0
motus1.1	phylum	F1 score	33	1.0
motus1.1	phylum	Jaccard index	33	1.0
motus1.1	phylum	Taxon counts	33	5.0
motus1.1	class	True positives	33	10.0
motus1.1	class	False negatives	33	1.0
motus1.1	class	False positives	33	2.0
motus1.1	class	Purity (precision)	33	0.8333333333333334
motus1.1	class	Completeness (recall)	33	0.9090909090909091
motus1.1	class	F1 score	33	0.8695652173913043
motus1.1	class	Jaccard index	33	0.7692307692307693
motus1.1	class	Taxon counts	33	12.0
motus1.1	order	True positives	33	11.0
motus1.1	order	False negatives	33	2.0
motus1.1	order	False positives	33	9.0
motus1.1	order	Purity (precision)	33	0.55
motus1.1	order	Completeness (recall)	33	0.8461538461538461
motus1.1	order	F1 score	33	0.6666666666666667
motus1.1	order	Jaccard index	33	0.5
motus1.1	order	Taxon counts	33	20.0
motus1.1	family	True positives	33	21.0
motus1.1	family	False negatives	33	5.0
motus1.1	family	False positives	33	21.0
motus1.1	family	Purity (precision)	33	0.5
motus1.1	family	Completeness (recall)	33	0.8076923076923077
motus1.1	family	F1 score	33	0.6176470588235294
motus1.1	family	Jaccard index	33	0.44680851063829785
motus1.1	family	Taxon counts	33	42.0
motus1.1	genus	True positives	33	32.0
motus1.1	genus	False negatives	33	39.0
motus1.1	genus	False positives	33	39.0
motus1.1	genus	Purity (precision)	33	0.4507042253521127
motus1.1	genus	Completeness (recall)	33	0.4507042253521127
motus1.1	genus	F1 score	33	0.4507042253521127
motus1.1	genus	Jaccard index	33	0.2909090909090909
motus1.1	genus	Taxon counts	33	71.0
motus1.1	species	True positives	33	59.0
motus1.1	species	False negatives	33	145.0
motus1.1	species	False positives	33	92.0
motus1.1	species	Purity (precision)	33	0.39072847682119205
motus1.1	species	Completeness (recall)	33	0.28921568627450983
motus1.1	species	F1 score	33	0.3323943661971831
motus1.1	species	Jaccard index	33	0.19932432432432431
motus1.1	species	Taxon counts	33	151.0
motus1.1	strain	True positives	33	0.0
motus1.1	strain	False negatives	33	244.0
motus1.1	strain	False positives	33	0.0
motus1.1	strain	Purity (precision)	33	0.0
motus1.1	strain	Completeness (recall)	33	0.0
motus1.1	strain	Jaccard index	33	0.0
motus1.1	strain	Taxon counts	33	0.0
motus1.1	superkingdom	L1 norm error	33	0.0
motus1.1	phylum	L1 norm error	33	0.03550879497741059
motus1.1	class	L1 norm error	33	0.10986603944038899
motus1.1	order	L1 norm error	33	0.1436421889881293
motus1.1	family	L1 norm error	33	0.4095574354990982
motus1.1	genus	L1 norm error	33	0.761465979372192
motus1.1	species	L1 norm error	33	1.3243860589901189
motus1.1	na	Weighted UniFrac error	33	4.0615634345315526
motus1.1	na	Unweighted UniFrac error	33	2543.4970160071553
motus1.1	superkingdom	Bray-Curtis distance	34	0.0
motus1.1	phylum	Bray-Curtis distance	34	0.01751621357970658
motus1.1	class	Bray-Curtis distance	34	0.09884435601028156
motus1.1	order	Bray-Curtis distance	34	0.11207088806661726
motus1.1	family	Bray-Curtis distance	34	0.22193807311542474
motus1.1	genus	Bray-Curtis distance	34	0.2634821151207398
motus1.1	species	Bray-Curtis distance	34	0.6462032662020978
motus1.1	superkingdom	Shannon diversity	34	0.0
motus1.1	superkingdom	Shannon equitability	34	0.0
motus1.1	phylum	Shannon diversity	34	0.7735641069531781
motus1.1	phylum	Shannon equitability	34	0.5580085504555249
motus1.1	class	Shannon diversity	34	1.2623165688553735
motus1.1	class	Shannon equitability	34	0.5482171202689349
motus1.1	order	Shannon diversity	34	1.2631426491280664
motus1.1	order	Shannon equitability	34	0.4664398941400538
motus1.1	family	Shannon diversity	34	1.9953476953472844
motus1.1	family	Shannon equitability	34	0.581058570265245
motus1.1	genus	Shannon diversity	34	2.3449914097999205
motus1.1	genus	Shannon equitability	34	0.587866830858767
motus1.1	species	Shannon diversity	34	3.3489828716985905
motus1.1	species	Shannon equitability	34	0.6666127623461976
motus1.1	superkingdom	True positives	34	1.0
motus1.1	superkingdom	False negatives	34	0.0
motus1.1	superkingdom	False positives	34	0.0
motus1.1	superkingdom	Purity (precision)	34	1.0
motus1.1	superkingdom	Completeness (recall)	34	1.0
motus1.1	superkingdom	F1 score	34	1.0
motus1.1	superkingdom	Jaccard index	34	1.0
motus1.1	superkingdom	Taxon counts	34	1.0
motus1.1	phylum	True positives	34	4.0
motus1.1	phylum	False negatives	34	0.0
motus1.1	phylum	False positives	34	0.0
motus1.1	phylum	Purity (precision)	34	1.0
motus1.1	phylum	Completeness (recall)	34	1.0
motus1.1	phylum	F1 score	34	1.0
motus1.1	phylum	Jaccard index	34	1.0
motus1.1	phylum	Taxon counts	34	4.0
motus1.1	class	True positives	34	7.0
motus1.1	class	False negatives	34	1.0
motus1.1	class	False positives	34	3.0
motus1.1	class	Purity (precision)	34	0.7
motus1.1	class	Completeness (recall)	34	0.875
motus1.1	class	F1 score	34	0.7777777777777777
motus1.1	class	Jaccard index	34	0.6363636363636364
motus1.1	class	Taxon counts	34	10.0
motus1.1	order	True positives	34	8.0
motus1.1	order	False negatives	34	2.0
motus1.1	order	False positives	34	7.0
motus1.1	order	Purity (precision)	34	0.5333333333333333
motus1.1	order	Completeness (recall)	34	0.8
motus1.1	order	F1 score	34	0.64
motus1.1	order	Jaccard index	34	0.47058823529411764
motus1.1	order	Taxon counts	34	15.0
motus1.1	family	True positives	34	18.0
motus1.1	family	False negatives	34	7.0
motus1.1	family	False positives	34	13.0
motus1.1	family	Purity (precision)	34	0.5806451612903226
motus1.1	family	Completeness (recall)	34	0.72
motus1.1	family	F1 score	34	0.6428571428571428
motus1.1	family	Jaccard index	34	0.47368421052631576
motus1.1	family	Taxon counts	34	31.0
motus1.1	genus	True positives	34	35.0
motus1.1	genus	False negatives	34	39.0
motus1.1	genus	False positives	34	19.0
motus1.1	genus	Purity (precision)	34	0.6481481481481481
motus1.1	genus	Completeness (recall)	34	0.47297297297297297
motus1.1	genus	F1 score	34	0.546875
motus1.1	genus	Jaccard index	34	0.3763440860215054
motus1.1	genus	Taxon counts	34	54.0
motus1.1	species	True positives	34	75.0
motus1.1	species	False negatives	34	150.0
motus1.1	species	False positives	34	77.0
motus1.1	species	Purity (precision)	34	0.4934210526315789
motus1.1	species	Completeness (recall)	34	0.3333333333333333
motus1.1	species	F1 score	34	0.3978779840848806
motus1.1	species	Jaccard index	34	0.24834437086092714
motus1.1	species	Taxon counts	34	152.0
motus1.1	strain	True positives	34	0.0
motus1.1	strain	False negatives	34	282.0
motus1.1	strain	False positives	34	0.0
motus1.1	strain	Purity (precision)	34	0.0
motus1.1	strain	Completeness (recall)	34	0.0
motus1.1	strain	Jaccard index	34	0.0
motus1.1	strain	Taxon counts	34	0.0
motus1.1	superkingdom	L1 norm error	34	0.0
motus1.1	phylum	L1 norm error	34	0.03503242715941316
motus1.1	class	L1 norm error	34	0.1976887120205631
motus1.1	order	L1 norm error	34	0.22414177613323447
motus1.1	family	L1 norm error	34	0.4438761462308494
motus1.1	genus	L1 norm error	34	0.5269642302414796
motus1.1	species	L1 norm error	34	1.2924065324041978
motus1.1	na	Weighted UniFrac error	34	4.121515159006007
motus1.1	na	Unweighted UniFrac error	34	2447.112887604953
